origem,destino,lat_origem,long_origem,lat_dest,long_dest
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBTT,SBTT,-4.250,-69.93,-4.250,-69.93
SBTT,SBTT,-4.250,-69.93,-4.250,-69.93
SBTT,SBTT,-4.250,-69.93,-4.250,-69.93
SBTT,SBTT,-4.250,-69.93,-4.250,-69.93
SBTT,SWJP,-4.250,-69.93,-1.402,-69.43
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SBTT,-1.402,-69.43,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWJV,-4.250,-69.93,-5.132,-72.81
SWJV,SWJV,-5.132,-72.81,-5.132,-72.81
SWJV,SWJV,-5.132,-72.81,-5.132,-72.81
SWJV,SWJV,-5.132,-72.81,-5.132,-72.81
SWJV,SWJV,-5.132,-72.81,-5.132,-72.81
SWJV,SBTT,-5.132,-72.81,-4.250,-69.93
SBTT,SWII,-4.250,-69.93,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SBMN,SWKO,-3.130,-59.98,-4.131,-63.14
SWKO,SBMN,-4.131,-63.14,-3.130,-59.98
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SWII,-2.933,-69.70,-2.933,-69.70
SWII,SBTT,-2.933,-69.70,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SWEE,-4.524,-71.56,-4.524,-71.56
SWEE,SWEE,-4.524,-71.56,-4.524,-71.56
SWEE,SWEE,-4.524,-71.56,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SWJP,-4.250,-69.93,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SWJP,-1.402,-69.43,-1.402,-69.43
SWJP,SBTT,-1.402,-69.43,-4.250,-69.93
SBTT,SWJV,-4.250,-69.93,-5.132,-72.81
SWJV,SBTT,-5.132,-72.81,-4.250,-69.93
SBTT,SWII,-4.250,-69.93,-2.933,-69.70
SWII,SBTT,-2.933,-69.70,-4.250,-69.93
SBTT,SBTT,-4.250,-69.93,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBTS,-3.130,-59.98,2.220,-55.93
SBTS,SBMN,2.220,-55.93,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEI,-4.250,-69.93,-6.637,-69.89
SWEI,SBTT,-6.637,-69.89,-4.250,-69.93
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBTT,SWEI,-4.250,-69.93,-6.637,-69.89
SWEI,SBTT,-6.637,-69.89,-4.250,-69.93
SBTT,SWEI,-4.250,-69.93,-6.637,-69.89
SWEI,SBTT,-6.637,-69.89,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBMN,SBBR,-3.130,-59.98,-15.870,-47.92
SBBR,SBAF,-15.870,-47.92,-22.880,-43.38
SBMN,SWLB,-3.130,-59.98,-7.282,-64.77
SWLB,SBMN,-7.282,-64.77,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBMN,-4.524,-71.56,-3.130,-59.98
SBAF,SBGL,-22.880,-43.38,-22.800,-43.25
SBGL,SBBR,-22.800,-43.25,-15.870,-47.92
SBBR,SBMN,-15.870,-47.92,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SWEE,-0.130,-66.98,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBYA,-0.130,-66.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SWBV,4.004,-64.50,4.004,-64.50
SWBV,SWBV,4.004,-64.50,4.004,-64.50
SWBV,SWBV,4.004,-64.50,4.004,-64.50
SWBV,SWBV,4.004,-64.50,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SWBV,4.004,-64.50,4.004,-64.50
SWBV,SWBV,4.004,-64.50,4.004,-64.50
SWBV,SWBV,4.004,-64.50,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBPV,-9.330,-54.97,-8.700,-63.90
SBPV,SBCC,-8.700,-63.90,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SWBC,-3.130,-59.98,-0.970,-62.93
SWBC,SBMN,-0.970,-62.93,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBMN,SBSN,-3.130,-59.98,-2.420,-54.78
SBSN,SBBE,-2.420,-54.78,-1.400,-48.45
SBBE,SBFZ,-1.400,-48.45,-3.770,-38.52
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBFZ,SBNT,-3.770,-38.52,-5.910,-35.23
SBNT,SBGL,-5.910,-35.23,-22.800,-43.25
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBGL,SBBR,-22.800,-43.25,-15.870,-47.92
SBBR,SBMN,-15.870,-47.92,-3.130,-59.98
SBMN,SBGL,-3.130,-59.98,-22.800,-43.25
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBBE,SBMQ,-1.400,-48.45,-0.050,-51.11
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBMN,SWKO,-3.130,-59.98,-4.131,-63.14
SWKO,SBMN,-4.131,-63.14,-3.130,-59.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBMQ,SBBE,-0.050,-51.11,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBBR,-3.130,-59.98,-15.870,-47.92
SBBR,SBSM,-15.870,-47.92,-29.700,-53.68
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBGL,SBGL,-22.800,-43.25,-22.800,-43.25
SBGL,SBBR,-22.800,-43.25,-15.870,-47.92
SBBR,SBMN,-15.870,-47.92,-3.130,-59.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBBG,-29.700,-53.68,-31.390,-54.10
SBBG,SBSM,-31.390,-54.10,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBMN,SBMY,-3.130,-59.98,-5.820,-61.29
SBMY,SBMN,-5.820,-61.29,-3.130,-59.98
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBMN,SBMY,-3.130,-59.98,-5.820,-61.29
SBMY,SBMN,-5.820,-61.29,-3.130,-59.98
SBMN,SBPV,-3.130,-59.98,-8.700,-63.90
SBPV,SBMY,-8.700,-63.90,-5.820,-61.29
SBMY,SBMN,-5.820,-61.29,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBSM,SBSM,-29.700,-53.68,-29.700,-53.68
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBSM,SBCY,-29.700,-53.68,-15.650,-56.12
SBCY,SBMN,-15.650,-56.12,-3.130,-59.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBCG,-3.130,-59.98,-20.470,-54.67
SBCG,SBMN,-20.470,-54.67,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SWEE,-3.130,-59.98,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBMN,SBPV,-3.130,-59.98,-8.700,-63.90
SBPV,SBCG,-8.700,-63.90,-20.470,-54.67
SBCG,SBCO,-20.470,-54.67,-29.930,-51.13
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBCO,SBGR,-29.930,-51.13,-23.440,-46.47
SBGR,SBSC,-23.440,-46.47,-22.930,-43.72
SBSC,SBGL,-22.930,-43.72,-22.800,-43.25
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBGL,SBLS,-22.800,-43.25,-19.650,-43.90
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBYA,-4.250,-69.93,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
